2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
9.899794519375943E-16 4.555087468526052E-14 
2.6380123286143027E-15 6.331205148950462E-15 
